date,region,appos,count
2021-02-28,AB,android,<20
2021-02-28,AB,ios,<20
2021-02-28,BC,android,<20
2021-02-28,BC,ios,<20
2021-02-28,MB,android,<20
2021-02-28,MB,ios,<20
2021-02-28,NB,android,<20
2021-02-28,NB,ios,<20
2021-02-28,NL,android,<20
2021-02-28,NL,ios,<20
2021-02-28,NT,android,<20
2021-02-28,NT,ios,<20
2021-02-28,NS,android,<20
2021-02-28,NS,ios,<20
2021-02-28,NU,android,<20
2021-02-28,NU,ios,<20
2021-02-28,ON,android,<20
2021-02-28,ON,ios,<20
2021-02-28,PE,android,<20
2021-02-28,PE,ios,<20
2021-02-28,QC,android,25
2021-02-28,QC,ios,<20
2021-02-28,SK,android,<20
2021-02-28,SK,ios,<20
2021-02-28,YT,android,<20
2021-02-28,YT,ios,<20
2021-02-28,NPTS,android,11983
2021-02-28,NPTS,ios,19121
2021-03-31,AB,android,22
2021-03-31,AB,ios,<20
2021-03-31,BC,android,<20
2021-03-31,BC,ios,<20
2021-03-31,MB,android,<20
2021-03-31,MB,ios,<20
2021-03-31,NB,android,<20
2021-03-31,NB,ios,<20
2021-03-31,NL,android,<20
2021-03-31,NL,ios,<20
2021-03-31,NT,android,<20
2021-03-31,NT,ios,<20
2021-03-31,NS,android,<20
2021-03-31,NS,ios,<20
2021-03-31,NU,android,<20
2021-03-31,NU,ios,<20
2021-03-31,ON,android,114
2021-03-31,ON,ios,43
2021-03-31,PE,android,<20
2021-03-31,PE,ios,<20
2021-03-31,QC,android,140
2021-03-31,QC,ios,43
2021-03-31,SK,android,<20
2021-03-31,SK,ios,<20
2021-03-31,YT,android,<20
2021-03-31,YT,ios,<20
2021-03-31,NPTS,android,86731
2021-03-31,NPTS,ios,129015
